round,candidate,score,new_view1,new_view2,spill_view1,spill_view2,covered_view1,covered_view2,panels
177,4448,31.000000,0,62,0,0,9066,12279,178
178,5176,23.500000,0,71,12,0,9078,12350,179
179,4269,20.500000,0,51,5,0,9083,12401,180
180,2616,17.500000,8,31,2,0,9093,12432,181
181,3415,17.500000,6,29,0,0,9099,12461,182
182,3872,17.500000,0,35,0,0,9099,12496,183
183,225,17.000000,14,20,0,0,9113,12516,184
184,1282,17.000000,16,20,0,1,9129,12537,185
185,4506,17.000000,13,41,10,0,9152,12578,186
186,5349,17.000000,12,22,0,0,9164,12600,187
187,1871,16.500000,17,16,0,0,9181,12616,188
188,4272,16.500000,4,29,0,0,9185,12645,189
189,5465,16.500000,29,16,0,6,9214,12667,190
190,4137,16.000000,0,40,0,4,9214,12711,191
191,5065,16.000000,0,34,1,0,9215,12745,192
192,4295,15.500000,9,22,0,0,9224,12767,193
193,4602,15.500000,0,35,0,2,9224,12804,194
194,833,15.000000,16,14,0,0,9240,12818,195
195,3054,15.000000,41,47,25,4,9306,12869,196
196,3238,15.000000,13,17,0,0,9319,12886,197
197,5780,15.000000,0,30,0,0,9319,12916,198
198,1294,14.500000,18,11,0,0,9337,12927,199
199,2924,14.500000,7,22,0,0,9344,12949,200
200,4520,14.500000,1,28,0,0,9345,12977,201
201,2665,14.000000,1,27,0,0,9346,13004,202
202,1152,13.500000,0,27,0,0,9346,13031,203
203,5097,13.500000,56,51,32,8,9434,13090,204
204,735,13.000000,0,26,0,0,9434,13116,205
205,2033,13.000000,1,25,0,0,9435,13141,206
206,2993,13.000000,9,17,0,0,9444,13158,207
207,598,12.500000,2,23,0,0,9446,13181,208
208,1534,12.500000,9,20,2,0,9457,13201,209
209,3575,12.500000,33,6,7,0,9497,13207,210
210,5354,12.500000,17,8,0,0,9514,13215,211
211,462,12.000000,6,18,0,0,9520,13233,212
212,2118,12.000000,0,24,0,0,9520,13257,213
213,2725,12.000000,2,22,0,0,9522,13279,214
214,190,11.500000,4,27,1,3,9527,13309,215
215,3400,11.500000,0,23,0,0,9527,13332,216
216,5932,11.500000,6,23,3,0,9536,13355,217
217,1106,11.000000,8,14,0,0,9544,13369,218
218,2442,11.000000,22,0,0,0,9566,13369,219
219,2485,11.000000,11,11,0,0,9577,13380,220
220,3082,11.000000,10,12,0,0,9587,13392,221
221,4595,10.500000,14,29,0,11,9601,13432,222
222,5160,10.500000,14,7,0,0,9615,13439,223
223,5547,10.000000,18,6,2,0,9635,13445,224
224,831,9.500000,7,12,0,0,9642,13457,225
225,3597,9.500000,1,18,0,0,9643,13475,226
226,3954,9.500000,11,8,0,0,9654,13483,227
227,5110,9.500000,0,71,0,26,9654,13580,228
228,2782,9.000000,6,12,0,0,9660,13592,229
229,3424,9.000000,0,22,0,2,9660,13616,230
230,5157,9.000000,2,16,0,0,9662,13632,231
231,1021,8.500000,7,10,0,0,9669,13642,232
232,460,8.000000,11,5,0,0,9680,13647,233
233,739,8.000000,0,34,9,0,9689,13681,234
234,1371,8.000000,6,10,0,0,9695,13691,235
235,1554,7.500000,9,6,0,0,9704,13697,236
236,1569,7.500000,10,5,0,0,9714,13702,237
237,3030,7.500000,17,0,1,0,9732,13702,238
238,3317,7.500000,1,28,7,0,9740,13730,239
239,4877,7.500000,10,5,0,0,9750,13735,240
240,134,7.000000,14,0,0,0,9764,13735,241
241,2216,7.000000,0,14,0,0,9764,13749,242
242,2548,7.000000,14,0,0,0,9778,13749,243
243,3067,7.000000,18,0,2,0,9798,13749,244
244,3248,7.000000,10,6,1,0,9809,13755,245
245,4396,7.000000,4,10,0,0,9813,13765,246
246,257,6.500000,0,13,0,0,9813,13778,247
247,5293,6.500000,4,11,1,0,9818,13789,248
248,5745,6.500000,2,13,1,0,9821,13802,249
249,5823,6.500000,0,13,0,0,9821,13815,250
250,1189,6.000000,23,1,6,0,9850,13816,251
251,5788,6.000000,0,12,0,0,9850,13828,252
252,135,5.500000,9,2,0,0,9859,13830,253
253,2359,5.500000,0,11,0,0,9859,13841,254
254,2632,5.500000,1,10,0,0,9860,13851,255
255,2841,5.500000,4,55,3,21,9867,13927,256
256,4820,5.500000,0,11,0,0,9867,13938,257
257,5302,5.500000,9,26,12,0,9888,13964,258
258,740,13.500000,0,43,8,0,9896,14007,259
259,5350,5.500000,5,6,0,0,9901,14013,260
260,1133,5.000000,0,10,0,0,9901,14023,261
261,1458,5.000000,10,2,1,0,9912,14025,262
262,1654,5.000000,6,4,0,0,9918,14029,263
263,1925,5.000000,0,10,0,0,9918,14039,264
264,2434,5.000000,24,0,7,0,9949,14039,265
265,2935,5.000000,0,18,0,4,9949,14061,266
266,246,4.500000,9,0,0,0,9958,14061,267
267,1480,4.500000,0,9,0,0,9958,14070,268
268,1719,4.500000,0,9,0,0,9958,14079,269
269,1943,4.500000,7,2,0,0,9965,14081,270
270,146,4.000000,0,8,0,0,9965,14089,271
271,189,4.000000,0,8,0,0,9965,14097,272
272,689,4.000000,2,6,0,0,9967,14103,273
273,1085,4.000000,4,4,0,0,9971,14107,274
274,2412,4.000000,0,10,1,0,9972,14117,275
275,2433,4.000000,2,6,0,0,9974,14123,276
276,2586,4.000000,0,38,15,0,9989,14161,277
277,3322,4.000000,0,8,0,0,9989,14169,278
278,235,3.500000,9,0,1,0,9999,14169,279
279,2884,3.500000,0,7,0,0,9999,14176,280
280,3878,3.500000,7,0,0,0,10006,14176,281
281,5143,3.500000,4,3,0,0,10010,14179,282
282,504,3.000000,0,6,0,0,10010,14185,283
283,538,3.000000,4,2,0,0,10014,14187,284
284,671,3.000000,0,6,0,0,10014,14193,285
285,789,3.000000,4,2,0,0,10018,14195,286
286,1657,3.000000,0,6,0,0,10018,14201,287
287,2756,3.000000,6,0,0,0,10024,14201,288
288,2814,3.000000,6,0,0,0,10030,14201,289
289,2872,3.000000,0,8,0,1,10030,14210,290
290,3469,3.000000,0,6,0,0,10030,14216,291
291,3896,3.000000,10,2,3,0,10043,14218,292
292,5264,3.000000,6,0,0,0,10049,14218,293
293,5926,3.000000,0,6,0,0,10049,14224,294
294,455,2.500000,0,5,0,0,10049,14229,295
295,717,2.500000,2,3,0,0,10051,14232,296
296,875,2.500000,5,0,0,0,10056,14232,297
297,1128,2.500000,0,5,0,0,10056,14237,298
298,1525,2.500000,0,5,0,0,10056,14242,299
299,1587,2.500000,2,3,0,0,10058,14245,300
300,1622,2.500000,1,4,0,0,10059,14249,301
301,2018,2.500000,27,0,11,0,10097,14249,302
302,3602,2.500000,0,5,0,0,10097,14254,303
303,0,2.000000,4,0,0,0,10101,14254,304
304,616,2.000000,0,4,0,0,10101,14258,305
305,1038,2.000000,0,4,0,0,10101,14262,306
306,1580,2.000000,0,4,0,0,10101,14266,307
307,1780,2.000000,4,0,0,0,10105,14266,308
308,1864,2.000000,0,4,0,0,10105,14270,309
309,1957,2.000000,4,0,0,0,10109,14270,310
310,2031,2.000000,0,4,0,0,10109,14274,311
311,2235,2.000000,0,4,0,0,10109,14278,312
312,2499,2.000000,0,4,0,0,10109,14282,313
313,3409,2.000000,0,4,0,0,10109,14286,314
314,4094,2.000000,0,4,0,0,10109,14290,315
315,4251,2.000000,6,0,1,0,10116,14290,316
316,4860,2.000000,4,0,0,0,10120,14290,317
317,5203,2.000000,0,4,0,0,10120,14294,318
318,250,1.500000,3,0,0,0,10123,14294,319
319,929,1.500000,1,2,0,0,10124,14296,320
320,1006,1.500000,0,3,0,0,10124,14299,321
321,1064,1.500000,3,0,0,0,10127,14299,322
322,1456,1.500000,3,0,0,0,10130,14299,323
323,2057,1.500000,2,1,0,0,10132,14300,324
324,2130,1.500000,0,3,0,0,10132,14303,325
325,2564,1.500000,0,3,0,0,10132,14306,326
326,3358,1.500000,3,0,0,0,10135,14306,327
327,3561,1.500000,0,3,0,0,10135,14309,328
328,3663,1.500000,0,3,0,0,10135,14312,329
329,5290,1.500000,0,3,0,0,10135,14315,330
330,5340,1.500000,3,2,1,0,10139,14317,331
331,17,1.000000,0,6,0,2,10139,14325,332
332,81,1.000000,0,2,0,0,10139,14327,333
333,204,1.000000,0,2,0,0,10139,14329,334
334,596,1.000000,2,0,0,0,10141,14329,335
335,869,1.000000,2,0,0,0,10143,14329,336
336,879,1.000000,0,2,0,0,10143,14331,337
337,1688,1.000000,2,0,0,0,10145,14331,338
338,3066,1.000000,2,0,0,0,10147,14331,339
339,3253,1.000000,0,2,0,0,10147,14333,340
340,3365,1.000000,0,2,0,0,10147,14335,341
341,3595,1.000000,0,2,0,0,10147,14337,342
342,3678,1.000000,0,2,0,0,10147,14339,343
343,4667,1.000000,0,6,0,2,10147,14347,344
344,4875,1.000000,0,2,0,0,10147,14349,345
345,5007,1.000000,1,1,0,0,10148,14350,346
346,5447,1.000000,2,0,0,0,10150,14350,347
347,5507,1.000000,2,6,3,0,10155,14356,348
348,5700,1.000000,2,0,0,0,10157,14356,349
349,5890,1.000000,0,2,0,0,10157,14358,350
