job_id	job_name	pair	arm	seed	output_dir
4145887	hard_teapot_droplets_srd_no_swept_seed2	teapot_droplets	srd_no_swept	2	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_teapot_droplets_srd_no_swept_seed2
4145888	hard_dancer_guitar_basic_seed0	dancer_guitar	basic	0	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dancer_guitar_basic_seed0
4145893	hard_dancer_guitar_basic_seed1	dancer_guitar	basic	1	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dancer_guitar_basic_seed1
4145894	hard_dancer_guitar_basic_seed2	dancer_guitar	basic	2	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dancer_guitar_basic_seed2
4145895	hard_dancer_guitar_srd_seed0	dancer_guitar	srd	0	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dancer_guitar_srd_seed0
4145896	hard_dancer_guitar_srd_seed1	dancer_guitar	srd	1	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dancer_guitar_srd_seed1
4145897	hard_dancer_guitar_srd_seed2	dancer_guitar	srd	2	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dancer_guitar_srd_seed2
4145898	hard_dancer_guitar_srd_no_swept_seed0	dancer_guitar	srd_no_swept	0	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dancer_guitar_srd_no_swept_seed0
4145899	hard_dancer_guitar_srd_no_swept_seed1	dancer_guitar	srd_no_swept	1	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dancer_guitar_srd_no_swept_seed1
4145900	hard_dancer_guitar_srd_no_swept_seed2	dancer_guitar	srd_no_swept	2	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dancer_guitar_srd_no_swept_seed2
4145901	hard_dance_argument_basic_seed0	dance_argument	basic	0	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dance_argument_basic_seed0
4145902	hard_dance_argument_basic_seed1	dance_argument	basic	1	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dance_argument_basic_seed1
4145903	hard_dance_argument_basic_seed2	dance_argument	basic	2	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dance_argument_basic_seed2
4145904	hard_dance_argument_srd_seed0	dance_argument	srd	0	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dance_argument_srd_seed0
4145905	hard_dance_argument_srd_seed1	dance_argument	srd	1	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dance_argument_srd_seed1
4145906	hard_dance_argument_srd_seed2	dance_argument	srd	2	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dance_argument_srd_seed2
4145907	hard_dance_argument_srd_no_swept_seed0	dance_argument	srd_no_swept	0	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dance_argument_srd_no_swept_seed0
4145908	hard_dance_argument_srd_no_swept_seed1	dance_argument	srd_no_swept	1	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dance_argument_srd_no_swept_seed1
4145909	hard_dance_argument_srd_no_swept_seed2	dance_argument	srd_no_swept	2	/oscar/home/cjmok/automated-perspective-sculptor/results/hard_experiments/hard_20260721_1354/hard_dance_argument_srd_no_swept_seed2
