round,candidate,score,new_view1,new_view2,spill_view1,spill_view2,covered_view1,covered_view2,panels
48,5035,43.500000,84,7,1,1,4007,3136,49
49,2209,41.000000,70,12,0,0,4077,3148,50
50,4420,41.000000,72,10,0,0,4149,3158,51
51,1582,39.000000,64,18,2,0,4215,3176,52
52,4774,38.500000,58,25,0,3,4273,3204,53
53,847,38.000000,72,6,1,0,4346,3210,54
54,3965,38.000000,67,9,0,0,4413,3219,55
55,4404,37.500000,61,14,0,0,4474,3233,56
56,4708,37.500000,74,5,2,0,4550,3238,57
57,843,37.000000,80,10,0,8,4630,3256,58
58,298,36.000000,60,18,0,3,4690,3277,59
59,2428,36.000000,66,6,0,0,4756,3283,60
60,2361,35.500000,64,7,0,0,4820,3290,61
61,1348,35.000000,76,12,5,4,4901,3306,62
62,3121,35.000000,50,20,0,0,4951,3326,63
63,83,34.500000,65,4,0,0,5016,3330,64
64,358,34.500000,58,11,0,0,5074,3341,65
65,417,34.000000,60,16,3,1,5137,3358,66
66,1668,33.500000,67,0,0,0,5204,3358,67
67,4196,33.000000,41,33,4,0,5249,3391,68
68,4372,32.500000,44,21,0,0,5293,3412,69
69,2374,32.000000,69,1,3,0,5365,3413,70
70,1964,31.500000,78,7,0,11,5443,3431,71
71,3016,31.000000,42,52,1,15,5486,3498,72
72,1789,29.000000,51,7,0,0,5537,3505,73
73,2272,28.500000,54,3,0,0,5591,3508,74
74,4826,26.500000,44,13,0,2,5635,3523,75
75,5667,26.500000,53,0,0,0,5688,3523,76
76,394,25.500000,37,14,0,0,5725,3537,77
77,4414,25.500000,48,3,0,0,5773,3540,78
78,5983,25.500000,46,5,0,0,5819,3545,79
79,3142,24.500000,55,12,7,2,5881,3559,80
80,2197,24.000000,41,11,0,2,5922,3572,81
81,1431,23.500000,43,4,0,0,5965,3576,82
82,1645,23.500000,47,0,0,0,6012,3576,83
83,5631,23.500000,37,10,0,0,6049,3586,84
84,2645,21.500000,63,0,10,0,6122,3586,85
85,3265,21.000000,31,11,0,0,6153,3597,86
86,5019,21.000000,42,0,0,0,6195,3597,87
87,1997,20.500000,41,0,0,0,6236,3597,88
88,2407,20.000000,40,0,0,0,6276,3597,89
89,280,19.500000,37,4,1,0,6314,3601,90
90,3244,19.500000,39,0,0,0,6353,3601,91
91,140,19.000000,35,3,0,0,6388,3604,92
92,1968,18.500000,36,1,0,0,6424,3605,93
93,4384,18.500000,45,12,10,0,6479,3617,94
94,1705,16.500000,55,0,11,0,6545,3617,95
95,4386,16.500000,25,10,0,1,6570,3628,96
96,5680,16.500000,35,0,1,0,6606,3628,97
97,1889,15.500000,22,9,0,0,6628,3637,98
98,5825,15.000000,54,0,8,4,6690,3641,99
99,575,14.500000,31,0,1,0,6722,3641,100
100,3879,14.000000,21,7,0,0,6743,3648,101
101,4456,13.500000,31,0,2,0,6776,3648,102
102,4830,13.500000,30,3,1,2,6807,3653,103
103,87,13.000000,26,0,0,0,6833,3653,104
104,1795,13.000000,25,1,0,0,6858,3654,105
105,1556,12.500000,18,7,0,0,6876,3661,106
106,167,11.500000,4,25,3,0,6883,3686,107
107,1850,11.000000,36,0,7,0,6926,3686,108
108,3967,11.000000,22,0,0,0,6948,3686,109
109,2828,10.500000,21,0,0,0,6969,3686,110
110,4733,10.500000,21,0,0,0,6990,3686,111
111,5382,10.500000,23,0,1,0,7014,3686,112
112,2050,10.000000,18,2,0,0,7032,3688,113
113,4817,10.000000,20,0,0,0,7052,3688,114
114,5453,10.000000,34,4,7,2,7093,3694,115
115,3276,9.500000,19,0,0,0,7112,3694,116
116,2476,9.000000,17,1,0,0,7129,3695,117
117,4336,9.000000,14,4,0,0,7143,3699,118
118,2293,8.500000,17,0,0,0,7160,3699,119
119,3454,8.000000,16,0,0,0,7176,3699,120
120,4050,8.000000,10,6,0,0,7186,3705,121
121,88,7.500000,15,0,0,0,7201,3705,122
122,2651,7.000000,14,0,0,0,7215,3705,123
123,4333,7.000000,18,0,0,2,7233,3707,124
124,5489,7.000000,8,6,0,0,7241,3713,125
125,13,6.500000,12,3,0,1,7253,3717,126
126,1159,6.500000,11,20,7,2,7271,3739,127
127,4261,6.500000,13,0,0,0,7284,3739,128
128,4443,6.500000,13,0,0,0,7297,3739,129
129,5140,6.500000,4,11,0,1,7301,3751,130
130,5247,6.500000,19,0,3,0,7323,3751,131
131,2532,6.000000,7,9,0,2,7330,3762,132
132,2644,6.000000,12,0,0,0,7342,3762,133
133,1409,5.500000,11,0,0,0,7353,3762,134
134,2832,5.500000,13,0,1,0,7367,3762,135
135,1167,5.000000,4,6,0,0,7371,3768,136
136,1351,5.000000,10,0,0,0,7381,3768,137
137,1682,5.000000,10,0,0,0,7391,3768,138
138,4283,5.000000,8,2,0,0,7399,3770,139
139,5024,5.000000,10,0,0,0,7409,3770,140
140,3203,4.500000,51,0,21,0,7481,3770,141
141,935,4.000000,3,5,0,0,7484,3775,142
142,1598,4.000000,8,0,0,0,7492,3775,143
143,1970,4.000000,8,0,0,0,7500,3775,144
144,4473,4.000000,0,8,0,0,7500,3783,145
145,4782,4.000000,12,0,2,0,7514,3783,146
146,174,3.500000,7,0,0,0,7521,3783,147
147,2096,3.500000,7,0,0,0,7528,3783,148
148,3375,3.500000,6,1,0,0,7534,3784,149
149,3514,3.500000,7,0,0,0,7541,3784,150
150,323,3.000000,6,0,0,0,7547,3784,151
151,2153,3.000000,3,3,0,0,7550,3787,152
152,5570,3.000000,6,2,1,0,7557,3789,153
153,5635,3.000000,11,3,0,4,7568,3796,154
154,928,2.500000,4,3,0,1,7572,3800,155
155,1308,2.500000,0,5,0,0,7572,3805,156
156,1954,2.500000,2,3,0,0,7574,3808,157
157,4022,2.500000,9,0,2,0,7585,3808,158
158,4255,2.500000,5,0,0,0,7590,3808,159
159,4528,2.500000,2,5,0,1,7592,3814,160
160,541,2.000000,2,2,0,0,7594,3816,161
161,2059,2.000000,2,2,0,0,7596,3818,162
162,2402,2.000000,18,4,2,7,7616,3829,163
163,3223,2.000000,4,0,0,0,7620,3829,164
164,4061,2.000000,4,0,0,0,7624,3829,165
165,4241,2.000000,4,0,0,0,7628,3829,166
166,5103,2.000000,1,5,0,1,7629,3835,167
167,32,1.500000,3,0,0,0,7632,3835,168
168,235,1.500000,1,2,0,0,7633,3837,169
169,331,1.500000,0,3,0,0,7633,3840,170
170,780,1.500000,1,2,0,0,7634,3842,171
171,1477,1.500000,3,0,0,0,7637,3842,172
172,3546,1.500000,3,0,0,0,7640,3842,173
173,4063,1.500000,3,0,0,0,7643,3842,174
174,4987,1.500000,3,0,0,0,7646,3842,175
175,5552,1.500000,3,0,0,0,7649,3842,176
176,5596,1.500000,5,0,0,1,7654,3843,177
177,172,1.500000,6,1,2,0,7662,3844,178
178,46,1.000000,2,0,0,0,7664,3844,179
179,96,1.000000,2,0,0,0,7666,3844,180
180,367,1.000000,0,2,0,0,7666,3846,181
181,1540,1.000000,2,0,0,0,7668,3846,182
182,2634,1.000000,0,2,0,0,7668,3848,183
183,3394,1.000000,0,2,0,0,7668,3850,184
184,4034,1.000000,5,1,2,0,7675,3851,185
185,5657,1.000000,0,2,0,0,7675,3853,186
186,5669,1.000000,2,0,0,0,7677,3853,187
187,5892,1.000000,2,0,0,0,7679,3853,188
188,5982,1.000000,0,2,0,0,7679,3855,189
